Pubchem CID,IUPAC Name,IUPAC Name (traditional),InChi,InChi Key,Canonical SMILES,Isomeric SMILES
334783,"(1R,2S,3S,6S,8R,14R)-14-hydroxy-2,3,13,13-tetramethyl-7,10,12-trioxatetracyclo[9.2.1.02,8.06,8]tetradecan-9-one","(1R,2S,3S,6S,8R,14R)-14-hydroxy-2,3,13,13-tetramethyl-7,10,12-trioxatetracyclo[9.2.1.02,8.06,8]tetradecan-9-one","InChI=1S/C15H22O5/c1-7-5-6-8-15(19-8)12(17)18-11-9(16)10(14(7,15)4)13(2,3)20-11/h7-11,16H,5-6H2,1-4H3/t7-,8-,9+,10+,11?,14-,15+/m0/s1",QPQGOWTWUOUOST-DNBAGKMKSA-N,CC1CCC2C3(C1(C4C(C(OC3=O)OC4(C)C)O)C)O2,C[C@H]1CC[C@H]2[C@@]3([C@@]1([C@@H]4[C@H](C(OC3=O)OC4(C)C)O)C)O2
60421,3-(3-ethoxynaphthalene-2-carbonyl)oxypropyl-diethylazanium;chloride,3-[(3-ethoxy-2-naphthalenyl)-oxomethoxy]propyl-diethylammonium;chloride,"InChI=1S/C20H27NO3.ClH/c1-4-21(5-2)12-9-13-24-20(22)18-14-16-10-7-8-11-17(16)15-19(18)23-6-3;/h7-8,10-11,14-15H,4-6,9,12-13H2,1-3H3;1H",FQWJWNHDZOETQS-UHFFFAOYSA-N,CC[NH+](CC)CCCOC(=O)C1=CC2=CC=CC=C2C=C1OCC.[Cl-],CC[NH+](CC)CCCOC(=O)C1=CC2=CC=CC=C2C=C1OCC.[Cl-]
25840,2-bromo-4-nitroaniline,2-bromo-4-nitroaniline,"InChI=1S/C6H5BrN2O2/c7-5-3-4(9(10)11)1-2-6(5)8/h1-3H,8H2",CGPPWNTVTNCHDO-UHFFFAOYSA-N,C1=CC(=C(C=C1[N+](=O)[O-])Br)N,C1=CC(=C(C=C1[N+](=O)[O-])Br)N
142001,"tricyclo[6.2.1.02,7]undeca-2(7),3,5,9-tetraen-4-amine","4-tricyclo[6.2.1.02,7]undeca-2(7),3,5,9-tetraenamine","InChI=1S/C11H11N/c12-9-3-4-10-7-1-2-8(5-7)11(10)6-9/h1-4,6-8H,5,12H2",IVJVBCKECSDPQU-UHFFFAOYSA-N,C1C2C=CC1C3=C2C=CC(=C3)N,C1C2C=CC1C3=C2C=CC(=C3)N
419999,2-(propan-2-ylamino)ethyl 4-aminobenzoate,4-aminobenzoic acid 2-(propan-2-ylamino)ethyl ester,"InChI=1S/C12H18N2O2/c1-9(2)14-7-8-16-12(15)10-3-5-11(13)6-4-10/h3-6,9,14H,7-8,13H2,1-2H3",LFJRJUCWJXFSCJ-UHFFFAOYSA-N,CC(C)NCCOC(=O)C1=CC=C(C=C1)N,CC(C)NCCOC(=O)C1=CC=C(C=C1)N
209769,"4-[3-(3,4-dimethylphenyl)-3-oxopropyl]-1,2-diphenylpyrazolidine-3,5-dione","4-[3-(3,4-dimethylphenyl)-3-oxopropyl]-1,2-diphenylpyrazolidine-3,5-dione","InChI=1S/C26H24N2O3/c1-18-13-14-20(17-19(18)2)24(29)16-15-23-25(30)27(21-9-5-3-6-10-21)28(26(23)31)22-11-7-4-8-12-22/h3-14,17,23H,15-16H2,1-2H3",SDKSNLXZCYGJJS-UHFFFAOYSA-N,CC1=C(C=C(C=C1)C(=O)CCC2C(=O)N(N(C2=O)C3=CC=CC=C3)C4=CC=CC=C4)C,CC1=C(C=C(C=C1)C(=O)CCC2C(=O)N(N(C2=O)C3=CC=CC=C3)C4=CC=CC=C4)C
148762,"1,2-dihydroacenaphthylen-3-amine","1,2-dihydroacenaphthylen-3-amine","InChI=1S/C12H11N/c13-11-7-5-9-3-1-2-8-4-6-10(11)12(8)9/h1-3,5,7H,4,6,13H2",OUYJCKISKGRXRJ-UHFFFAOYSA-N,C1CC2=C(C=CC3=C2C1=CC=C3)N,C1CC2=C(C=CC3=C2C1=CC=C3)N
458559,"diethyl 4-benzoyloxy-2,6-dimethylpiperidine-3,5-dicarboxylate","4-benzoyloxy-2,6-dimethylpiperidine-3,5-dicarboxylic acid diethyl ester","InChI=1S/C20H27NO6/c1-5-25-19(23)15-12(3)21-13(4)16(20(24)26-6-2)17(15)27-18(22)14-10-8-7-9-11-14/h7-13,15-17,21H,5-6H2,1-4H3",HCIRGCOCSLXFMU-UHFFFAOYSA-N,CCOC(=O)C1C(NC(C(C1OC(=O)C2=CC=CC=C2)C(=O)OCC)C)C,CCOC(=O)C1C(NC(C(C1OC(=O)C2=CC=CC=C2)C(=O)OCC)C)C
356719,1-[3-(3-carbamoylpyridin-1-ium-1-yl)propyl]pyridin-1-ium-3-carboxamide;chloride,1-[3-(3-carbamoyl-1-pyridin-1-iumyl)propyl]-3-pyridin-1-iumcarboxamide;chloride,"InChI=1S/C15H16N4O2.ClH/c16-14(20)12-4-1-6-18(10-12)8-3-9-19-7-2-5-13(11-19)15(17)21;/h1-2,4-7,10-11H,3,8-9H2,(H2-2,16,17,20,21);1H/p+1",SNCSUZXXMYCLDZ-UHFFFAOYSA-O,C1=CC(=C[N+](=C1)CCC[N+]2=CC=CC(=C2)C(=O)N)C(=O)N.[Cl-],C1=CC(=C[N+](=C1)CCC[N+]2=CC=CC(=C2)C(=O)N)C(=O)N.[Cl-]
129217,"1,2,3,5-tetrachloro-4-(2,4,6-trichlorophenoxy)benzene","1,2,3,5-tetrachloro-4-(2,4,6-trichlorophenoxy)benzene",InChI=1S/C12H3Cl7O/c13-4-1-6(15)11(7(16)2-4)20-12-8(17)3-5(14)9(18)10(12)19/h1-3H,WTYSJAGEYAAIFW-UHFFFAOYSA-N,C1=C(C=C(C(=C1Cl)OC2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl,C1=C(C=C(C(=C1Cl)OC2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl
369833,"2-(tert-butylhydrazinylidene)-3-diethoxyphosphoryl-N-(6-methyl-1,3-benzothiazol-2-yl)propanamide","2-(tert-butylhydrazinylidene)-3-diethoxyphosphoryl-N-(6-methyl-1,3-benzothiazol-2-yl)propanamide","InChI=1S/C19H29N4O4PS/c1-7-26-28(25,27-8-2)12-15(22-23-19(4,5)6)17(24)21-18-20-14-10-9-13(3)11-16(14)29-18/h9-11,23H,7-8,12H2,1-6H3,(H,20,21,24)",QTHKSXGQJBENKX-UHFFFAOYSA-N,CCOP(=O)(CC(=NNC(C)(C)C)C(=O)NC1=NC2=C(S1)C=C(C=C2)C)OCC,CCOP(=O)(CC(=NNC(C)(C)C)C(=O)NC1=NC2=C(S1)C=C(C=C2)C)OCC
495807,[(2-methylpropan-2-yl)oxycarbonyl-(5-oxo-1-phenylmethoxycarbonylpyrrolidine-2-carbonyl)azaniumylidene]azanide,[[(2-methylpropan-2-yl)oxy-oxomethyl]-[oxo-(5-oxo-1-phenylmethoxycarbonyl-2-pyrrolidinyl)methyl]iminio]azanide,"InChI=1S/C18H21N3O6/c1-18(2,3)27-17(25)21(19)15(23)13-9-10-14(22)20(13)16(24)26-11-12-7-5-4-6-8-12/h4-8,13H,9-11H2,1-3H3",ASKGOZVHMSRGHM-UHFFFAOYSA-N,CC(C)(C)OC(=O)[N+](=[N-])C(=O)C1CCC(=O)N1C(=O)OCC2=CC=CC=C2,CC(C)(C)OC(=O)[N+](=[N-])C(=O)C1CCC(=O)N1C(=O)OCC2=CC=CC=C2
454524,"4-amino-1-[(2R,5S)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl]-5-iodopyrimidin-2-one","4-amino-1-[(2R,5S)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl]-5-iodo-2-pyrimidinone","InChI=1S/C8H10IN3O3S/c9-4-1-12(8(14)11-7(4)10)5-3-16-6(2-13)15-5/h1,5-6,13H,2-3H2,(H2,10,11,14)/t5-,6+/m0/s1",DPXBMYJQASAVRO-NTSWFWBYSA-N,C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)I,C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)I
153832,12-methyl-7-methylidenebenzo[a]anthracen-12-ol,12-methyl-7-methylene-12-benzo[a]anthracenol,"InChI=1S/C20H16O/c1-13-15-8-5-6-10-18(15)20(2,21)19-16(13)12-11-14-7-3-4-9-17(14)19/h3-12,21H,1H2,2H3",WZJSNQBSJJKZMO-UHFFFAOYSA-N,CC1(C2=CC=CC=C2C(=C)C3=C1C4=CC=CC=C4C=C3)O,CC1(C2=CC=CC=C2C(=C)C3=C1C4=CC=CC=C4C=C3)O
68225,"disodium;3,4,5,6-tetraoxocyclohexene-1,2-diolate","disodium;3,4,5,6-tetraoxocyclohexene-1,2-diolate",InChI=1S/C6H2O6.2Na/c7-1-2(8)4(10)6(12)5(11)3(1)9;;/h7-8H;;/q;2*+1/p-2,SXWPCWBFJXDMAI-UHFFFAOYSA-L,C1(=C(C(=O)C(=O)C(=O)C1=O)[O-])[O-].[Na+].[Na+],C1(=C(C(=O)C(=O)C(=O)C1=O)[O-])[O-].[Na+].[Na+]
308148,2-(carbamoylamino)-2-cyclobutyl-2-phenylacetic acid,2-(carbamoylamino)-2-cyclobutyl-2-phenylacetic acid,"InChI=1S/C13H16N2O3/c14-12(18)15-13(11(16)17,10-7-4-8-10)9-5-2-1-3-6-9/h1-3,5-6,10H,4,7-8H2,(H,16,17)(H3,14,15,18)",GLUKTDWGQVEQRW-UHFFFAOYSA-N,C1CC(C1)C(C2=CC=CC=C2)(C(=O)O)NC(=O)N,C1CC(C1)C(C2=CC=CC=C2)(C(=O)O)NC(=O)N
359029,3-[1-(4-chlorobenzoyl)-5-methoxyindol-3-yl]chromen-2-one,3-[1-[(4-chlorophenyl)-oxomethyl]-5-methoxy-3-indolyl]-1-benzopyran-2-one,"InChI=1S/C25H16ClNO4/c1-30-18-10-11-22-19(13-18)21(14-27(22)24(28)15-6-8-17(26)9-7-15)20-12-16-4-2-3-5-23(16)31-25(20)29/h2-14H,1H3",YDQNPSMRHAFUSF-UHFFFAOYSA-N,COC1=CC2=C(C=C1)N(C=C2C3=CC4=CC=CC=C4OC3=O)C(=O)C5=CC=C(C=C5)Cl,COC1=CC2=C(C=C1)N(C=C2C3=CC4=CC=CC=C4OC3=O)C(=O)C5=CC=C(C=C5)Cl
154087,"4-ethynyl-3-[3-fluoro-4-[(2-methylimidazo[4,5-c]pyridin-1-yl)methyl]benzoyl]-N,N-dimethylindole-1-carboxamide","4-ethynyl-3-[[3-fluoro-4-[(2-methyl-1-imidazo[4,5-c]pyridinyl)methyl]phenyl]-oxomethyl]-N,N-dimethyl-1-indolecarboxamide","InChI=1S/C28H22FN5O2/c1-5-18-7-6-8-25-26(18)21(16-34(25)28(36)32(3)4)27(35)19-9-10-20(22(29)13-19)15-33-17(2)31-23-14-30-12-11-24(23)33/h1,6-14,16H,15H2,2-4H3",GDLNHSUSOZEAOR-UHFFFAOYSA-N,CC1=NC2=C(N1CC3=C(C=C(C=C3)C(=O)C4=CN(C5=CC=CC(=C54)C#C)C(=O)N(C)C)F)C=CN=C2,CC1=NC2=C(N1CC3=C(C=C(C=C3)C(=O)C4=CN(C5=CC=CC(=C54)C#C)C(=O)N(C)C)F)C=CN=C2
113484,magnesium;pentan-1-olate;chloride,magnesium;1-pentanolate;chloride,"InChI=1S/C5H11O.ClH.Mg/c1-2-3-4-5-6;;/h2-5H2,1H3;1H;/q-1;;+2/p-1",PEMYLNJXGJTSKH-UHFFFAOYSA-M,CCCCC[O-].[Mg+2].[Cl-],CCCCC[O-].[Mg+2].[Cl-]
291946,"5-[1-(4-chlorophenyl)-2-methylprop-1-enyl]pyrimidine-4,6-diamine","5-[1-(4-chlorophenyl)-2-methylprop-1-enyl]pyrimidine-4,6-diamine","InChI=1S/C14H15ClN4/c1-8(2)11(9-3-5-10(15)6-4-9)12-13(16)18-7-19-14(12)17/h3-7H,1-2H3,(H4,16,17,18,19)",QVTGGJMFTGQPNE-UHFFFAOYSA-N,CC(=C(C1=CC=C(C=C1)Cl)C2=C(N=CN=C2N)N)C,CC(=C(C1=CC=C(C=C1)Cl)C2=C(N=CN=C2N)N)C
432819,"1-(2-imino-1,3-thiazolidin-3-yl)propan-2-one",1-(2-imino-3-thiazolidinyl)-2-propanone,"InChI=1S/C6H10N2OS/c1-5(9)4-8-2-3-10-6(8)7/h7H,2-4H2,1H3",ISRMRSJJYPHHAK-UHFFFAOYSA-N,CC(=O)CN1CCSC1=N,CC(=O)CN1CCSC1=N
419129,"2-bromo-N-[4-[3-(4,6-diamino-2-methyl-1-phenyl-1,3,5-triazin-2-yl)propoxy]phenyl]acetamide","2-bromo-N-[4-[3-(4,6-diamino-2-methyl-1-phenyl-1,3,5-triazin-2-yl)propoxy]phenyl]acetamide","InChI=1S/C21H25BrN6O2/c1-21(27-19(23)26-20(24)28(21)16-6-3-2-4-7-16)12-5-13-30-17-10-8-15(9-11-17)25-18(29)14-22/h2-4,6-11H,5,12-14H2,1H3,(H,25,29)(H4,23,24,26,27)",AZJOPDARGQVOJR-UHFFFAOYSA-N,CC1(N=C(N=C(N1C2=CC=CC=C2)N)N)CCCOC3=CC=C(C=C3)NC(=O)CBr,CC1(N=C(N=C(N1C2=CC=CC=C2)N)N)CCCOC3=CC=C(C=C3)NC(=O)CBr
104970,"9-[3-(diaminomethylideneamino)propyl]-2-ethylidene-12-(6-methoxy-3,5-dimethyl-7-phenylhepta-1,3-dienyl)-1,6,13-trimethyl-3,7,10,14,19-pentaoxo-1,4,8,11,15-pentazacyclononadecane-5,16-dicarboxylic acid","9-[3-(diaminomethylideneamino)propyl]-2-ethylidene-12-(6-methoxy-3,5-dimethyl-7-phenylhepta-1,3-dienyl)-1,6,13-trimethyl-3,7,10,14,19-pentaoxo-1,4,8,11,15-pentazacyclononadecane-5,16-dicarboxylic acid","InChI=1S/C41H60N8O10/c1-8-31-38(54)48-34(40(57)58)26(5)36(52)46-29(15-12-20-44-41(42)43)37(53)45-28(25(4)35(51)47-30(39(55)56)18-19-33(50)49(31)6)17-16-23(2)21-24(3)32(59-7)22-27-13-10-9-11-14-27/h8-11,13-14,16-17,21,24-26,28-30,32,34H,12,15,18-20,22H2,1-7H3,(H,45,53)(H,46,52)(H,47,51)(H,48,54)(H,55,56)(H,57,58)(H4,42,43,44)",IXBQSRWSVIBXNC-UHFFFAOYSA-N,CC=C1C(=O)NC(C(C(=O)NC(C(=O)NC(C(C(=O)NC(CCC(=O)N1C)C(=O)O)C)C=CC(=CC(C)C(CC2=CC=CC=C2)OC)C)CCCN=C(N)N)C)C(=O)O,CC=C1C(=O)NC(C(C(=O)NC(C(=O)NC(C(C(=O)NC(CCC(=O)N1C)C(=O)O)C)C=CC(=CC(C)C(CC2=CC=CC=C2)OC)C)CCCN=C(N)N)C)C(=O)O
133140,"1-[2-(2,4-dichlorophenyl)-2-[(2,6-dichlorophenyl)methoxy]ethyl]imidazole;[2-[(6S,8S,10S,11S,13S,14S,16R,17S)-6,9-difluoro-11-hydroxy-10,13,16-trimethyl-3-oxo-7,8,11,12,14,15,16,17-octahydro-6H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] pentanoate;nitric acid","1-[2-(2,4-dichlorophenyl)-2-[(2,6-dichlorophenyl)methoxy]ethyl]imidazole;nitric acid;pentanoic acid [2-[(6S,8S,10S,11S,13S,14S,16R,17S)-6,9-difluoro-11-hydroxy-10,13,16-trimethyl-3-oxo-7,8,11,12,14,15,16,17-octahydro-6H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] ester","InChI=1S/C27H36F2O5.C18H14Cl4N2O.HNO3/c1-5-6-7-23(33)34-14-21(31)24-15(2)10-17-18-12-20(28)19-11-16(30)8-9-26(19,4)27(18,29)22(32)13-25(17,24)3;19-12-4-5-13(17(22)8-12)18(9-24-7-6-23-11-24)25-10-14-15(20)2-1-3-16(14)21;2-1(3)4/h8-9,11,15,17-18,20,22,24,32H,5-7,10,12-14H2,1-4H3;1-8,11,18H,9-10H2;(H,2,3,4)/t15-,17+,18+,20+,22+,24-,25+,26+,27?;;/m1../s1",UPINRYVXYNYCOF-UESYANRNSA-N,CCCCC(=O)OCC(=O)C1C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C.C1=CC(=C(C(=C1)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-],CCCCC(=O)OCC(=O)[C@H]1[C@@H](C[C@@H]2[C@@]1(C[C@@H](C3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C.C1=CC(=C(C(=C1)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-]
338734,diethoxyphosphoryl-(6-methoxypyridin-3-yl)diazene,diethoxyphosphoryl-(6-methoxy-3-pyridinyl)diazene,"InChI=1S/C10H16N3O4P/c1-4-16-18(14,17-5-2)13-12-9-6-7-10(15-3)11-8-9/h6-8H,4-5H2,1-3H3",QHZXCXOODQDPIT-UHFFFAOYSA-N,CCOP(=O)(N=NC1=CN=C(C=C1)OC)OCC,CCOP(=O)(N=NC1=CN=C(C=C1)OC)OCC
284461,(4-bromo-2-nitrophenyl)phosphonic acid,(4-bromo-2-nitrophenyl)phosphonic acid,"InChI=1S/C6H5BrNO5P/c7-4-1-2-6(14(11,12)13)5(3-4)8(9)10/h1-3H,(H2,11,12,13)",SAVQLRAMDBAEJO-UHFFFAOYSA-N,C1=CC(=C(C=C1Br)[N+](=O)[O-])P(=O)(O)O,C1=CC(=C(C=C1Br)[N+](=O)[O-])P(=O)(O)O
232253,1-(4-chlorophenyl)-4-(ethylsulfanylmethyl)piperazine,1-(4-chlorophenyl)-4-[(ethylthio)methyl]piperazine,"InChI=1S/C13H19ClN2S/c1-2-17-11-15-7-9-16(10-8-15)13-5-3-12(14)4-6-13/h3-6H,2,7-11H2,1H3",OXKPHCFVYJZBOG-UHFFFAOYSA-N,CCSCN1CCN(CC1)C2=CC=C(C=C2)Cl,CCSCN1CCN(CC1)C2=CC=C(C=C2)Cl
278264,"2-[(2-benzyl-6,7-dimethoxy-3,4-dihydro-1H-isoquinolin-1-yl)methyl]phenol","2-[[6,7-dimethoxy-2-(phenylmethyl)-3,4-dihydro-1H-isoquinolin-1-yl]methyl]phenol","InChI=1S/C25H27NO3/c1-28-24-15-19-12-13-26(17-18-8-4-3-5-9-18)22(21(19)16-25(24)29-2)14-20-10-6-7-11-23(20)27/h3-11,15-16,22,27H,12-14,17H2,1-2H3",VJCOUOWZSOMCOB-UHFFFAOYSA-N,COC1=C(C=C2C(N(CCC2=C1)CC3=CC=CC=C3)CC4=CC=CC=C4O)OC,COC1=C(C=C2C(N(CCC2=C1)CC3=CC=CC=C3)CC4=CC=CC=C4O)OC
184758,2-[2-[2-(1H-imidazol-2-yl)ethyl]-1H-imidazol-5-yl]ethanamine,2-[2-[2-(1H-imidazol-2-yl)ethyl]-1H-imidazol-5-yl]ethanamine,"InChI=1S/C10H15N5/c11-4-3-8-7-14-10(15-8)2-1-9-12-5-6-13-9/h5-7H,1-4,11H2,(H,12,13)(H,14,15)",RJDNLPBLGNYWAV-UHFFFAOYSA-N,C1=CN=C(N1)CCC2=NC=C(N2)CCN,C1=CN=C(N1)CCC2=NC=C(N2)CCN
358549,"4-hydrazinylidene-N,1-dioctyl-2,5-dioxopyrrolidine-3-carboxamide","4-hydrazinylidene-N,1-dioctyl-2,5-dioxo-3-pyrrolidinecarboxamide","InChI=1S/C21H38N4O3/c1-3-5-7-9-11-13-15-23-19(26)17-18(24-22)21(28)25(20(17)27)16-14-12-10-8-6-4-2/h17H,3-16,22H2,1-2H3,(H,23,26)",LVVTWIUWUMLXTN-UHFFFAOYSA-N,CCCCCCCCNC(=O)C1C(=NN)C(=O)N(C1=O)CCCCCCCC,CCCCCCCCNC(=O)C1C(=NN)C(=O)N(C1=O)CCCCCCCC
93482,"2-(2,4-dichloro-3-methylphenoxy)-N-phenylpropanamide","2-(2,4-dichloro-3-methylphenoxy)-N-phenylpropanamide","InChI=1S/C16H15Cl2NO2/c1-10-13(17)8-9-14(15(10)18)21-11(2)16(20)19-12-6-4-3-5-7-12/h3-9,11H,1-2H3,(H,19,20)",BDQWWOHKFDSADC-UHFFFAOYSA-N,CC1=C(C=CC(=C1Cl)OC(C)C(=O)NC2=CC=CC=C2)Cl,CC1=C(C=CC(=C1Cl)OC(C)C(=O)NC2=CC=CC=C2)Cl
210126,3-(N-methylanilino)-N-phenyl-N-propylpyrrolidine-1-carboxamide;hydrochloride,3-(N-methylanilino)-N-phenyl-N-propyl-1-pyrrolidinecarboxamide;hydrochloride,"InChI=1S/C21H27N3O.ClH/c1-3-15-24(19-12-8-5-9-13-19)21(25)23-16-14-20(17-23)22(2)18-10-6-4-7-11-18;/h4-13,20H,3,14-17H2,1-2H3;1H",HWEJWIWWJQYKBM-UHFFFAOYSA-N,CCCN(C1=CC=CC=C1)C(=O)N2CCC(C2)N(C)C3=CC=CC=C3.Cl,CCCN(C1=CC=CC=C1)C(=O)N2CCC(C2)N(C)C3=CC=CC=C3.Cl
448876,"2-[2-[2-[4-(2,4,4-trimethylpentan-2-yl)phenoxy]ethoxy]ethoxy]ethanol","2-[2-[2-[4-(2,4,4-trimethylpentan-2-yl)phenoxy]ethoxy]ethoxy]ethanol","InChI=1S/C20H34O4/c1-19(2,3)16-20(4,5)17-6-8-18(9-7-17)24-15-14-23-13-12-22-11-10-21/h6-9,21H,10-16H2,1-5H3",OLOHNJXENGJYTB-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCO,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCCOCCO
405942,"(6-chloro-1,1-dioxo-1lambda6,4,2-benzodithiazin-3-yl)-(3-nitrophenyl)methanone","(6-chloro-1,1-dioxo-1lambda6,4,2-benzodithiazin-3-yl)-(3-nitrophenyl)methanone","InChI=1S/C14H7ClN2O5S2/c15-9-4-5-12-11(7-9)23-14(16-24(12,21)22)13(18)8-2-1-3-10(6-8)17(19)20/h1-7H",KGOOYPBXERVHKO-UHFFFAOYSA-N,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)C2=NS(=O)(=O)C3=C(S2)C=C(C=C3)Cl,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)C2=NS(=O)(=O)C3=C(S2)C=C(C=C3)Cl
400157,"(11R)-11-phenyl-4-oxa-10-thia-1-azatricyclo[6.3.0.02,6]undeca-2(6),7-diene","(11R)-11-phenyl-4-oxa-10-thia-1-azatricyclo[6.3.0.02,6]undeca-2(6),7-diene","InChI=1S/C14H13NOS/c1-2-4-10(5-3-1)14-15-12(9-17-14)6-11-7-16-8-13(11)15/h1-6,14H,7-9H2/t14-/m1/s1",MXVJMWMHPZVXNE-CQSZACIVSA-N,C1C2=C(CO1)N3C(SCC3=C2)C4=CC=CC=C4,C1C2=C(CO1)N3[C@H](SCC3=C2)C4=CC=CC=C4
238569,"4,6-bis(ethylsulfanyl)pyrimidin-2-amine","4,6-bis(ethylthio)-2-pyrimidinamine","InChI=1S/C8H13N3S2/c1-3-12-6-5-7(13-4-2)11-8(9)10-6/h5H,3-4H2,1-2H3,(H2,9,10,11)",IEHTUUOMCXABRK-UHFFFAOYSA-N,CCSC1=CC(=NC(=N1)N)SCC,CCSC1=CC(=NC(=N1)N)SCC
420335,"1-(1,2-dibromo-2-phenylethyl)pyridin-1-ium","1-(1,2-dibromo-2-phenylethyl)pyridin-1-ium","InChI=1S/C13H12Br2N/c14-12(11-7-3-1-4-8-11)13(15)16-9-5-2-6-10-16/h1-10,12-13H/q+1",IJBLPQWDGWUFTG-UHFFFAOYSA-N,C1=CC=C(C=C1)C(C([N+]2=CC=CC=C2)Br)Br,C1=CC=C(C=C1)C(C([N+]2=CC=CC=C2)Br)Br
27233,3-methoxy-4-(8-phenyloctoxy)aniline,3-methoxy-4-(8-phenyloctoxy)aniline,"InChI=1S/C21H29NO2/c1-23-21-17-19(22)14-15-20(21)24-16-10-5-3-2-4-7-11-18-12-8-6-9-13-18/h6,8-9,12-15,17H,2-5,7,10-11,16,22H2,1H3",VVHGKLSPTRDFLF-UHFFFAOYSA-N,COC1=C(C=CC(=C1)N)OCCCCCCCCC2=CC=CC=C2,COC1=C(C=CC(=C1)N)OCCCCCCCCC2=CC=CC=C2
68490,2-hydroxy-1-phenylethanone,2-hydroxy-1-phenylethanone,"InChI=1S/C8H8O2/c9-6-8(10)7-4-2-1-3-5-7/h1-5,9H,6H2",ZWVHTXAYIKBMEE-UHFFFAOYSA-N,C1=CC=C(C=C1)C(=O)CO,C1=CC=C(C=C1)C(=O)CO
67515,"1,2-thiazole",isothiazole,InChI=1S/C3H3NS/c1-2-4-5-3-1/h1-3H,ZLTPDFXIESTBQG-UHFFFAOYSA-N,C1=CSN=C1,C1=CSN=C1
212796,"2-[6-[4-(1,3-benzodioxol-5-ylmethyl)piperazin-1-yl]purin-9-yl]ethanol","2-[6-[4-(1,3-benzodioxol-5-ylmethyl)-1-piperazinyl]-9-purinyl]ethanol","InChI=1S/C19H22N6O3/c26-8-7-25-12-22-17-18(20-11-21-19(17)25)24-5-3-23(4-6-24)10-14-1-2-15-16(9-14)28-13-27-15/h1-2,9,11-12,26H,3-8,10,13H2",PTWVGHOMPDNXLA-UHFFFAOYSA-N,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=NC5=C4N=CN5CCO,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=NC5=C4N=CN5CCO
3313,"(1,2,6,6-tetramethylpiperidin-3-yl) 2-hydroxy-2-phenylacetate","2-hydroxy-2-phenylacetic acid (1,2,6,6-tetramethyl-3-piperidinyl) ester","InChI=1S/C17H25NO3/c1-12-14(10-11-17(2,3)18(12)4)21-16(20)15(19)13-8-6-5-7-9-13/h5-9,12,14-15,19H,10-11H2,1-4H3",SXLHPJQSZRLJAE-UHFFFAOYSA-N,CC1C(CCC(N1C)(C)C)OC(=O)C(C2=CC=CC=C2)O,CC1C(CCC(N1C)(C)C)OC(=O)C(C2=CC=CC=C2)O
284676,[[2-bromo-1-(4-phenylphenyl)ethylidene]amino]urea,[[2-bromo-1-(4-phenylphenyl)ethylidene]amino]urea,"InChI=1S/C15H14BrN3O/c16-10-14(18-19-15(17)20)13-8-6-12(7-9-13)11-4-2-1-3-5-11/h1-9H,10H2,(H3,17,19,20)",FYOPNPAOGCYOSH-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=NNC(=O)N)CBr,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=NNC(=O)N)CBr
62474,ethenesulfonic acid,ethenesulfonic acid,"InChI=1S/C2H4O3S/c1-2-6(3,4)5/h2H,1H2,(H,3,4,5)",NLVXSWCKKBEXTG-UHFFFAOYSA-N,C=CS(=O)(=O)O,C=CS(=O)(=O)O
58662,"7-chloro-10-[5-(diethylamino)pentan-2-yl]benzo[g]pteridine-2,4-dione","7-chloro-10-[5-(diethylamino)pentan-2-yl]benzo[g]pteridine-2,4-dione","InChI=1S/C19H24ClN5O2/c1-4-24(5-2)10-6-7-12(3)25-15-9-8-13(20)11-14(15)21-16-17(25)22-19(27)23-18(16)26/h8-9,11-12H,4-7,10H2,1-3H3,(H,23,26,27)",XTRPGNLBZMRDGL-UHFFFAOYSA-N,CCN(CC)CCCC(C)N1C2=C(C=C(C=C2)Cl)N=C3C1=NC(=O)NC3=O,CCN(CC)CCCC(C)N1C2=C(C=C(C=C2)Cl)N=C3C1=NC(=O)NC3=O
